ITEM_ID,LANGUAGE,PHENOMENON,LABEL,TWEET,OPTION_SARCASTIC,OPTION_SINCERE,OPTION_A,OPTION_B,EXPECTED,COUNTERBALANCED,MODEL_RESPONSE,CORRECT,PROMPT
BN-IRO-011,BN,irony_sarcasm,sincere,লেখকরা সত্যিই অসাধারণ।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,B,True,,,"টুইট: ""লেখকরা সত্যিই অসাধারণ।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।
B) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।

শুধু A বা B লিখুন।"
BN-IRO-012,BN,irony_sarcasm,sarcastic,খেলা দেখতে গিয়েছিলাম। এর চেয়ে ভালো অভিজ্ঞতা আর কী হতে পারে। না।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,B,False,,,"টুইট: ""খেলা দেখতে গিয়েছিলাম। এর চেয়ে ভালো অভিজ্ঞতা আর কী হতে পারে। না।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।
B) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।

শুধু A বা B লিখুন।"
BN-IRO-013,BN,irony_sarcasm,sarcastic,"লেখকরা এতটাই চমৎকার, বলেনি কেউ কখনো।",বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,A,True,,,"টুইট: ""লেখকরা এতটাই চমৎকার, বলেনি কেউ কখনো।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।
B) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।

শুধু A বা B লিখুন।"
BN-IRO-014,BN,irony_sarcasm,sarcastic,"এই কনসার্টটা এতটাই চমৎকার, বলেনি কেউ কখনো।",বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,B,False,,,"টুইট: ""এই কনসার্টটা এতটাই চমৎকার, বলেনি কেউ কখনো।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।
B) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।

শুধু A বা B লিখুন।"
BN-IRO-015,BN,irony_sarcasm,sincere,ডাক্তাররা সবসময়ই চমৎকার।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,B,True,,,"টুইট: ""ডাক্তাররা সবসময়ই চমৎকার।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।
B) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।

শুধু A বা B লিখুন।"
BN-IRO-016,BN,irony_sarcasm,sincere,আমি সংগীতশিল্পীদের চমৎকার মনে করি।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,A,False,,,"টুইট: ""আমি সংগীতশিল্পীদের চমৎকার মনে করি।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।
B) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।

শুধু A বা B লিখুন।"
BN-IRO-017,BN,irony_sarcasm,sarcastic,"সংগীতশিল্পীরা এতটাই চমৎকার, বলেনি কেউ কখনো।",বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,A,True,,,"টুইট: ""সংগীতশিল্পীরা এতটাই চমৎকার, বলেনি কেউ কখনো।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।
B) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।

শুধু A বা B লিখুন।"
BN-IRO-018,BN,irony_sarcasm,sarcastic,রেস্তোরাঁয় খাবার খেলাম। এর চেয়ে ভালো অভিজ্ঞতা আর কী হতে পারে। না।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,B,False,,,"টুইট: ""রেস্তোরাঁয় খাবার খেলাম। এর চেয়ে ভালো অভিজ্ঞতা আর কী হতে পারে। না।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।
B) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।

শুধু A বা B লিখুন।"
BN-IRO-019,BN,irony_sarcasm,sincere,খেলোয়াড়রা সত্যিই অনুপ্রেরণামূলক।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,B,True,,,"টুইট: ""খেলোয়াড়রা সত্যিই অনুপ্রেরণামূলক।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।
B) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।

শুধু A বা B লিখুন।"
BN-IRO-020,BN,irony_sarcasm,sarcastic,"এই সিনেমাটা এতটাই চমৎকার, বলেনি কেউ কখনো।",বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,B,False,,,"টুইট: ""এই সিনেমাটা এতটাই চমৎকার, বলেনি কেউ কখনো।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।
B) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।

শুধু A বা B লিখুন।"
BN-IRO-021,BN,irony_sarcasm,sincere,এই সিনেমাটা সবসময়ই চমৎকার।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,B,True,,,"টুইট: ""এই সিনেমাটা সবসময়ই চমৎকার।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।
B) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।

শুধু A বা B লিখুন।"
BN-IRO-022,BN,irony_sarcasm,sarcastic,আজ নতুন ফোন পেলাম। এর চেয়ে ভালো অভিজ্ঞতা আর কী হতে পারে। না।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,B,False,,,"টুইট: ""আজ নতুন ফোন পেলাম। এর চেয়ে ভালো অভিজ্ঞতা আর কী হতে পারে। না।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।
B) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।

শুধু A বা B লিখুন।"
BN-IRO-023,BN,irony_sarcasm,sincere,খাবারটা সবসময়ই চমৎকার ছিল।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,B,True,,,"টুইট: ""খাবারটা সবসময়ই চমৎকার ছিল।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।
B) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।

শুধু A বা B লিখুন।"
BN-IRO-024,BN,irony_sarcasm,sincere,বিজ্ঞানীদের সাথে দারুণ সময় কাটিয়েছি।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,A,False,,,"টুইট: ""বিজ্ঞানীদের সাথে দারুণ সময় কাটিয়েছি।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।
B) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।

শুধু A বা B লিখুন।"
BN-IRO-025,BN,irony_sarcasm,sincere,খাবারটা সত্যিই অসাধারণ ছিল।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,B,True,,,"টুইট: ""খাবারটা সত্যিই অসাধারণ ছিল।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।
B) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।

শুধু A বা B লিখুন।"
BN-IRO-026,BN,irony_sarcasm,sincere,আমি এই বইটাকে চমৎকার মনে করি।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,A,False,,,"টুইট: ""আমি এই বইটাকে চমৎকার মনে করি।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।
B) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।

শুধু A বা B লিখুন।"
BN-IRO-027,BN,irony_sarcasm,sincere,সম্মেলনে দারুণ সময় কাটিয়েছি।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,B,True,,,"টুইট: ""সম্মেলনে দারুণ সময় কাটিয়েছি।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।
B) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।

শুধু A বা B লিখুন।"
BN-IRO-028,BN,irony_sarcasm,sarcastic,ডাক্তারের কাছে গিয়েছিলাম। এর চেয়ে ভালো অভিজ্ঞতা আর কী হতে পারে। না।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,B,False,,,"টুইট: ""ডাক্তারের কাছে গিয়েছিলাম। এর চেয়ে ভালো অভিজ্ঞতা আর কী হতে পারে। না।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।
B) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।

শুধু A বা B লিখুন।"
BN-IRO-029,BN,irony_sarcasm,sarcastic,কনসার্টে গিয়েছিলাম। এর চেয়ে ভালো অভিজ্ঞতা আর কী হতে পারে। না।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,A,True,,,"টুইট: ""কনসার্টে গিয়েছিলাম। এর চেয়ে ভালো অভিজ্ঞতা আর কী হতে পারে। না।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।
B) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।

শুধু A বা B লিখুন।"
BN-IRO-030,BN,irony_sarcasm,sincere,কর্মশালায় দারুণ সময় কাটিয়েছি।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,A,False,,,"টুইট: ""কর্মশালায় দারুণ সময় কাটিয়েছি।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।
B) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।

শুধু A বা B লিখুন।"
