SENTENCE_ID,ITEM_ID,LANGUAGE,PHENOMENON,SCALAR_TERM,CONDITION,SENTENCE,OPTION_LITERAL,OPTION_PRAGMATIC,OPTION_A,OPTION_B,EXPECTED,CORRECT_TYPE,COUNTERBALANCED,MODEL_RESPONSE,RUN1,RUN2,RUN3,MAJORITY_RESPONSE,CORRECT,PROMPT
SOME-004,BN-SOME-004-UB,BN,scalar_implicature,কিছু,upper_bound_QUD,কিছু শিক্ষার্থী অভিযোগ করেছিল।,অন্তত একজন শিক্ষার্থী অভিযোগ করেছিল — এবং সম্ভবত সবাই,অন্তত একজন শিক্ষার্থী অভিযোগ করেছিল — কিন্তু সবাই নয়,অন্তত একজন শিক্ষার্থী অভিযোগ করেছিল — কিন্তু সবাই নয়,অন্তত একজন শিক্ষার্থী অভিযোগ করেছিল — এবং সম্ভবত সবাই,A,pragmatic,True,A,,,,,True,"A: ""সবাই কি শিক্ষার্থী অভিযোগ করেছিল?""
B: ""কিছু শিক্ষার্থী অভিযোগ করেছিল।""

A) অন্তত একজন শিক্ষার্থী অভিযোগ করেছিল — কিন্তু সবাই নয়
B) অন্তত একজন শিক্ষার্থী অভিযোগ করেছিল — এবং সম্ভবত সবাই

শুধু A বা B লিখুন।"
SOME-004,BN-SOME-004-LB,BN,scalar_implicature,কিছু,lower_bound_QUD,কিছু শিক্ষার্থী অভিযোগ করেছিল।,অন্তত একজন শিক্ষার্থী অভিযোগ করেছিল — এবং সম্ভবত সবাই,অন্তত একজন শিক্ষার্থী অভিযোগ করেছিল — কিন্তু সবাই নয়,অন্তত একজন শিক্ষার্থী অভিযোগ করেছিল — এবং সম্ভবত সবাই,অন্তত একজন শিক্ষার্থী অভিযোগ করেছিল — কিন্তু সবাই নয়,A,literal,False,A,,,,,True,"A: ""কেউ কি শিক্ষার্থী অভিযোগ করেছিল?""
B: ""কিছু শিক্ষার্থী অভিযোগ করেছিল।""

A) অন্তত একজন শিক্ষার্থী অভিযোগ করেছিল — এবং সম্ভবত সবাই
B) অন্তত একজন শিক্ষার্থী অভিযোগ করেছিল — কিন্তু সবাই নয়

শুধু A বা B লিখুন।"
SOME-005,BN-SOME-005-NC,BN,scalar_implicature,কিছু,no_context,কিছু পুরুষ চলে যাচ্ছিল।,অন্তত একজন পুরুষ চলে যাচ্ছিল — এবং সম্ভবত সবাই,অন্তত একজন পুরুষ চলে যাচ্ছিল — কিন্তু সবাই নয়,অন্তত একজন পুরুষ চলে যাচ্ছিল — কিন্তু সবাই নয়,অন্তত একজন পুরুষ চলে যাচ্ছিল — এবং সম্ভবত সবাই,A,pragmatic,True,A,,,,,True,"বাক্য: ""কিছু পুরুষ চলে যাচ্ছিল।""

A) অন্তত একজন পুরুষ চলে যাচ্ছিল — কিন্তু সবাই নয়
B) অন্তত একজন পুরুষ চলে যাচ্ছিল — এবং সম্ভবত সবাই

শুধু A বা B লিখুন।"
SOME-005,BN-SOME-005-UB,BN,scalar_implicature,কিছু,upper_bound_QUD,কিছু পুরুষ চলে যাচ্ছিল।,অন্তত একজন পুরুষ চলে যাচ্ছিল — এবং সম্ভবত সবাই,অন্তত একজন পুরুষ চলে যাচ্ছিল — কিন্তু সবাই নয়,অন্তত একজন পুরুষ চলে যাচ্ছিল — এবং সম্ভবত সবাই,অন্তত একজন পুরুষ চলে যাচ্ছিল — কিন্তু সবাই নয়,B,pragmatic,False,A,,,,,False,"A: ""সবাই কি পুরুষ চলে যাচ্ছিল?""
B: ""কিছু পুরুষ চলে যাচ্ছিল।""

A) অন্তত একজন পুরুষ চলে যাচ্ছিল — এবং সম্ভবত সবাই
B) অন্তত একজন পুরুষ চলে যাচ্ছিল — কিন্তু সবাই নয়

শুধু A বা B লিখুন।"
SOME-005,BN-SOME-005-LB,BN,scalar_implicature,কিছু,lower_bound_QUD,কিছু পুরুষ চলে যাচ্ছিল।,অন্তত একজন পুরুষ চলে যাচ্ছিল — এবং সম্ভবত সবাই,অন্তত একজন পুরুষ চলে যাচ্ছিল — কিন্তু সবাই নয়,অন্তত একজন পুরুষ চলে যাচ্ছিল — কিন্তু সবাই নয়,অন্তত একজন পুরুষ চলে যাচ্ছিল — এবং সম্ভবত সবাই,B,literal,True,B,,,,,True,"A: ""কেউ কি পুরুষ চলে যাচ্ছিল?""
B: ""কিছু পুরুষ চলে যাচ্ছিল।""

A) অন্তত একজন পুরুষ চলে যাচ্ছিল — কিন্তু সবাই নয়
B) অন্তত একজন পুরুষ চলে যাচ্ছিল — এবং সম্ভবত সবাই

শুধু A বা B লিখুন।"
SOME-006,BN-SOME-006-NC,BN,scalar_implicature,কিছু,no_context,কিছু শিশু তাকে প্রশ্ন করেছিল।,অন্তত একজন শিশু তাকে প্রশ্ন করেছিল — এবং সম্ভবত সবাই,অন্তত একজন শিশু তাকে প্রশ্ন করেছিল — কিন্তু সবাই নয়,অন্তত একজন শিশু তাকে প্রশ্ন করেছিল — এবং সম্ভবত সবাই,অন্তত একজন শিশু তাকে প্রশ্ন করেছিল — কিন্তু সবাই নয়,B,pragmatic,False,A,,,,,False,"বাক্য: ""কিছু শিশু তাকে প্রশ্ন করেছিল।""

A) অন্তত একজন শিশু তাকে প্রশ্ন করেছিল — এবং সম্ভবত সবাই
B) অন্তত একজন শিশু তাকে প্রশ্ন করেছিল — কিন্তু সবাই নয়

শুধু A বা B লিখুন।"
SOME-006,BN-SOME-006-UB,BN,scalar_implicature,কিছু,upper_bound_QUD,কিছু শিশু তাকে প্রশ্ন করেছিল।,অন্তত একজন শিশু তাকে প্রশ্ন করেছিল — এবং সম্ভবত সবাই,অন্তত একজন শিশু তাকে প্রশ্ন করেছিল — কিন্তু সবাই নয়,অন্তত একজন শিশু তাকে প্রশ্ন করেছিল — কিন্তু সবাই নয়,অন্তত একজন শিশু তাকে প্রশ্ন করেছিল — এবং সম্ভবত সবাই,A,pragmatic,True,B,,,,,False,"A: ""সবাই কি শিশু তাকে প্রশ্ন করেছিল?""
B: ""কিছু শিশু তাকে প্রশ্ন করেছিল।""

A) অন্তত একজন শিশু তাকে প্রশ্ন করেছিল — কিন্তু সবাই নয়
B) অন্তত একজন শিশু তাকে প্রশ্ন করেছিল — এবং সম্ভবত সবাই

শুধু A বা B লিখুন।"
SOME-006,BN-SOME-006-LB,BN,scalar_implicature,কিছু,lower_bound_QUD,কিছু শিশু তাকে প্রশ্ন করেছিল।,অন্তত একজন শিশু তাকে প্রশ্ন করেছিল — এবং সম্ভবত সবাই,অন্তত একজন শিশু তাকে প্রশ্ন করেছিল — কিন্তু সবাই নয়,অন্তত একজন শিশু তাকে প্রশ্ন করেছিল — এবং সম্ভবত সবাই,অন্তত একজন শিশু তাকে প্রশ্ন করেছিল — কিন্তু সবাই নয়,A,literal,False,A,,,,,True,"A: ""কেউ কি শিশু তাকে প্রশ্ন করেছিল?""
B: ""কিছু শিশু তাকে প্রশ্ন করেছিল।""

A) অন্তত একজন শিশু তাকে প্রশ্ন করেছিল — এবং সম্ভবত সবাই
B) অন্তত একজন শিশু তাকে প্রশ্ন করেছিল — কিন্তু সবাই নয়

শুধু A বা B লিখুন।"
SOME-007,BN-SOME-007-NC,BN,scalar_implicature,কিছু,no_context,কিছু মানুষ তাকে প্রশ্ন করেছিল।,অন্তত একজন মানুষ তাকে প্রশ্ন করেছিল — এবং সম্ভবত সবাই,অন্তত একজন মানুষ তাকে প্রশ্ন করেছিল — কিন্তু সবাই নয়,অন্তত একজন মানুষ তাকে প্রশ্ন করেছিল — কিন্তু সবাই নয়,অন্তত একজন মানুষ তাকে প্রশ্ন করেছিল — এবং সম্ভবত সবাই,A,pragmatic,True,A,,,,,True,"বাক্য: ""কিছু মানুষ তাকে প্রশ্ন করেছিল।""

A) অন্তত একজন মানুষ তাকে প্রশ্ন করেছিল — কিন্তু সবাই নয়
B) অন্তত একজন মানুষ তাকে প্রশ্ন করেছিল — এবং সম্ভবত সবাই

শুধু A বা B লিখুন।"
SOME-007,BN-SOME-007-UB,BN,scalar_implicature,কিছু,upper_bound_QUD,কিছু মানুষ তাকে প্রশ্ন করেছিল।,অন্তত একজন মানুষ তাকে প্রশ্ন করেছিল — এবং সম্ভবত সবাই,অন্তত একজন মানুষ তাকে প্রশ্ন করেছিল — কিন্তু সবাই নয়,অন্তত একজন মানুষ তাকে প্রশ্ন করেছিল — এবং সম্ভবত সবাই,অন্তত একজন মানুষ তাকে প্রশ্ন করেছিল — কিন্তু সবাই নয়,B,pragmatic,False,A,,,,,False,"A: ""সবাই কি মানুষ তাকে প্রশ্ন করেছিল?""
B: ""কিছু মানুষ তাকে প্রশ্ন করেছিল।""

A) অন্তত একজন মানুষ তাকে প্রশ্ন করেছিল — এবং সম্ভবত সবাই
B) অন্তত একজন মানুষ তাকে প্রশ্ন করেছিল — কিন্তু সবাই নয়

শুধু A বা B লিখুন।"
SOME-007,BN-SOME-007-LB,BN,scalar_implicature,কিছু,lower_bound_QUD,কিছু মানুষ তাকে প্রশ্ন করেছিল।,অন্তত একজন মানুষ তাকে প্রশ্ন করেছিল — এবং সম্ভবত সবাই,অন্তত একজন মানুষ তাকে প্রশ্ন করেছিল — কিন্তু সবাই নয়,অন্তত একজন মানুষ তাকে প্রশ্ন করেছিল — কিন্তু সবাই নয়,অন্তত একজন মানুষ তাকে প্রশ্ন করেছিল — এবং সম্ভবত সবাই,B,literal,True,B,,,,,True,"A: ""কেউ কি মানুষ তাকে প্রশ্ন করেছিল?""
B: ""কিছু মানুষ তাকে প্রশ্ন করেছিল।""

A) অন্তত একজন মানুষ তাকে প্রশ্ন করেছিল — কিন্তু সবাই নয়
B) অন্তত একজন মানুষ তাকে প্রশ্ন করেছিল — এবং সম্ভবত সবাই

শুধু A বা B লিখুন।"
SOME-008,BN-SOME-008-NC,BN,scalar_implicature,কিছু,no_context,কিছু মানুষ স্কার্ফ পরছিল।,অন্তত একজন মানুষ স্কার্ফ পরছিল — এবং সম্ভবত সবাই,অন্তত একজন মানুষ স্কার্ফ পরছিল — কিন্তু সবাই নয়,অন্তত একজন মানুষ স্কার্ফ পরছিল — এবং সম্ভবত সবাই,অন্তত একজন মানুষ স্কার্ফ পরছিল — কিন্তু সবাই নয়,B,pragmatic,False,A,,,,,False,"বাক্য: ""কিছু মানুষ স্কার্ফ পরছিল।""

A) অন্তত একজন মানুষ স্কার্ফ পরছিল — এবং সম্ভবত সবাই
B) অন্তত একজন মানুষ স্কার্ফ পরছিল — কিন্তু সবাই নয়

শুধু A বা B লিখুন।"
SOME-008,BN-SOME-008-UB,BN,scalar_implicature,কিছু,upper_bound_QUD,কিছু মানুষ স্কার্ফ পরছিল।,অন্তত একজন মানুষ স্কার্ফ পরছিল — এবং সম্ভবত সবাই,অন্তত একজন মানুষ স্কার্ফ পরছিল — কিন্তু সবাই নয়,অন্তত একজন মানুষ স্কার্ফ পরছিল — কিন্তু সবাই নয়,অন্তত একজন মানুষ স্কার্ফ পরছিল — এবং সম্ভবত সবাই,A,pragmatic,True,A,,,,,True,"A: ""সবাই কি মানুষ স্কার্ফ পরছিল?""
B: ""কিছু মানুষ স্কার্ফ পরছিল।""

A) অন্তত একজন মানুষ স্কার্ফ পরছিল — কিন্তু সবাই নয়
B) অন্তত একজন মানুষ স্কার্ফ পরছিল — এবং সম্ভবত সবাই

শুধু A বা B লিখুন।"
SOME-008,BN-SOME-008-LB,BN,scalar_implicature,কিছু,lower_bound_QUD,কিছু মানুষ স্কার্ফ পরছিল।,অন্তত একজন মানুষ স্কার্ফ পরছিল — এবং সম্ভবত সবাই,অন্তত একজন মানুষ স্কার্ফ পরছিল — কিন্তু সবাই নয়,অন্তত একজন মানুষ স্কার্ফ পরছিল — এবং সম্ভবত সবাই,অন্তত একজন মানুষ স্কার্ফ পরছিল — কিন্তু সবাই নয়,A,literal,False,B,,,,,False,"A: ""কেউ কি মানুষ স্কার্ফ পরছিল?""
B: ""কিছু মানুষ স্কার্ফ পরছিল।""

A) অন্তত একজন মানুষ স্কার্ফ পরছিল — এবং সম্ভবত সবাই
B) অন্তত একজন মানুষ স্কার্ফ পরছিল — কিন্তু সবাই নয়

শুধু A বা B লিখুন।"
SOME-009,BN-SOME-009-NC,BN,scalar_implicature,কিছু,no_context,কিছু চালক সরকার নিয়ে গবেষণা করত।,অন্তত একজন চালক সরকার নিয়ে গবেষণা করত — এবং সম্ভবত সবাই,অন্তত একজন চালক সরকার নিয়ে গবেষণা করত — কিন্তু সবাই নয়,অন্তত একজন চালক সরকার নিয়ে গবেষণা করত — কিন্তু সবাই নয়,অন্তত একজন চালক সরকার নিয়ে গবেষণা করত — এবং সম্ভবত সবাই,A,pragmatic,True,A,,,,,True,"বাক্য: ""কিছু চালক সরকার নিয়ে গবেষণা করত।""

A) অন্তত একজন চালক সরকার নিয়ে গবেষণা করত — কিন্তু সবাই নয়
B) অন্তত একজন চালক সরকার নিয়ে গবেষণা করত — এবং সম্ভবত সবাই

শুধু A বা B লিখুন।"
SOME-009,BN-SOME-009-UB,BN,scalar_implicature,কিছু,upper_bound_QUD,কিছু চালক সরকার নিয়ে গবেষণা করত।,অন্তত একজন চালক সরকার নিয়ে গবেষণা করত — এবং সম্ভবত সবাই,অন্তত একজন চালক সরকার নিয়ে গবেষণা করত — কিন্তু সবাই নয়,অন্তত একজন চালক সরকার নিয়ে গবেষণা করত — এবং সম্ভবত সবাই,অন্তত একজন চালক সরকার নিয়ে গবেষণা করত — কিন্তু সবাই নয়,B,pragmatic,False,A,,,,,False,"A: ""সবাই কি চালক সরকার নিয়ে গবেষণা করত?""
B: ""কিছু চালক সরকার নিয়ে গবেষণা করত।""

A) অন্তত একজন চালক সরকার নিয়ে গবেষণা করত — এবং সম্ভবত সবাই
B) অন্তত একজন চালক সরকার নিয়ে গবেষণা করত — কিন্তু সবাই নয়

শুধু A বা B লিখুন।"
SOME-009,BN-SOME-009-LB,BN,scalar_implicature,কিছু,lower_bound_QUD,কিছু চালক সরকার নিয়ে গবেষণা করত।,অন্তত একজন চালক সরকার নিয়ে গবেষণা করত — এবং সম্ভবত সবাই,অন্তত একজন চালক সরকার নিয়ে গবেষণা করত — কিন্তু সবাই নয়,অন্তত একজন চালক সরকার নিয়ে গবেষণা করত — কিন্তু সবাই নয়,অন্তত একজন চালক সরকার নিয়ে গবেষণা করত — এবং সম্ভবত সবাই,B,literal,True,A,,,,,False,"A: ""কেউ কি চালক সরকার নিয়ে গবেষণা করত?""
B: ""কিছু চালক সরকার নিয়ে গবেষণা করত।""

A) অন্তত একজন চালক সরকার নিয়ে গবেষণা করত — কিন্তু সবাই নয়
B) অন্তত একজন চালক সরকার নিয়ে গবেষণা করত — এবং সম্ভবত সবাই

শুধু A বা B লিখুন।"
SOME-010,BN-SOME-010-NC,BN,scalar_implicature,কিছু,no_context,কিছু মানুষ রচনাগুলো উল্লেখ করা উচিত।,অন্তত একজন মানুষ রচনাগুলো উল্লেখ করা উচিত — এবং সম্ভবত সবাই,অন্তত একজন মানুষ রচনাগুলো উল্লেখ করা উচিত — কিন্তু সবাই নয়,অন্তত একজন মানুষ রচনাগুলো উল্লেখ করা উচিত — এবং সম্ভবত সবাই,অন্তত একজন মানুষ রচনাগুলো উল্লেখ করা উচিত — কিন্তু সবাই নয়,B,pragmatic,False,A,,,,,False,"বাক্য: ""কিছু মানুষ রচনাগুলো উল্লেখ করা উচিত।""

A) অন্তত একজন মানুষ রচনাগুলো উল্লেখ করা উচিত — এবং সম্ভবত সবাই
B) অন্তত একজন মানুষ রচনাগুলো উল্লেখ করা উচিত — কিন্তু সবাই নয়

শুধু A বা B লিখুন।"
SOME-010,BN-SOME-010-UB,BN,scalar_implicature,কিছু,upper_bound_QUD,কিছু মানুষ রচনাগুলো উল্লেখ করা উচিত।,অন্তত একজন মানুষ রচনাগুলো উল্লেখ করা উচিত — এবং সম্ভবত সবাই,অন্তত একজন মানুষ রচনাগুলো উল্লেখ করা উচিত — কিন্তু সবাই নয়,অন্তত একজন মানুষ রচনাগুলো উল্লেখ করা উচিত — কিন্তু সবাই নয়,অন্তত একজন মানুষ রচনাগুলো উল্লেখ করা উচিত — এবং সম্ভবত সবাই,A,pragmatic,True,A,,,,,True,"A: ""সবাই কি মানুষ রচনাগুলো উল্লেখ করা উচিত?""
B: ""কিছু মানুষ রচনাগুলো উল্লেখ করা উচিত।""

A) অন্তত একজন মানুষ রচনাগুলো উল্লেখ করা উচিত — কিন্তু সবাই নয়
B) অন্তত একজন মানুষ রচনাগুলো উল্লেখ করা উচিত — এবং সম্ভবত সবাই

শুধু A বা B লিখুন।"
SOME-010,BN-SOME-010-LB,BN,scalar_implicature,কিছু,lower_bound_QUD,কিছু মানুষ রচনাগুলো উল্লেখ করা উচিত।,অন্তত একজন মানুষ রচনাগুলো উল্লেখ করা উচিত — এবং সম্ভবত সবাই,অন্তত একজন মানুষ রচনাগুলো উল্লেখ করা উচিত — কিন্তু সবাই নয়,অন্তত একজন মানুষ রচনাগুলো উল্লেখ করা উচিত — এবং সম্ভবত সবাই,অন্তত একজন মানুষ রচনাগুলো উল্লেখ করা উচিত — কিন্তু সবাই নয়,A,literal,False,A,,,,,True,"A: ""কেউ কি মানুষ রচনাগুলো উল্লেখ করা উচিত?""
B: ""কিছু মানুষ রচনাগুলো উল্লেখ করা উচিত।""

A) অন্তত একজন মানুষ রচনাগুলো উল্লেখ করা উচিত — এবং সম্ভবত সবাই
B) অন্তত একজন মানুষ রচনাগুলো উল্লেখ করা উচিত — কিন্তু সবাই নয়

শুধু A বা B লিখুন।"
SOME-011,BN-SOME-011-NC,BN,scalar_implicature,কিছু,no_context,কিছু শিক্ষার্থী বিষয়টি ভুলে যাওয়া উচিত।,অন্তত একজন শিক্ষার্থী বিষয়টি ভুলে যাওয়া উচিত — এবং সম্ভবত সবাই,অন্তত একজন শিক্ষার্থী বিষয়টি ভুলে যাওয়া উচিত — কিন্তু সবাই নয়,অন্তত একজন শিক্ষার্থী বিষয়টি ভুলে যাওয়া উচিত — কিন্তু সবাই নয়,অন্তত একজন শিক্ষার্থী বিষয়টি ভুলে যাওয়া উচিত — এবং সম্ভবত সবাই,A,pragmatic,True,A,,,,,True,"বাক্য: ""কিছু শিক্ষার্থী বিষয়টি ভুলে যাওয়া উচিত।""

A) অন্তত একজন শিক্ষার্থী বিষয়টি ভুলে যাওয়া উচিত — কিন্তু সবাই নয়
B) অন্তত একজন শিক্ষার্থী বিষয়টি ভুলে যাওয়া উচিত — এবং সম্ভবত সবাই

শুধু A বা B লিখুন।"
